oldobjectid,objectid,filename,title,creator,description,date,date_is_approximate,subject,location,digital_collection,source,identifier,digital_source,format_original,format,type,rights,rightsstatement,language,,in drive,original filename,display_template,object_location,image_small,image_thumb
uiblackhistory192,r167,r167.pdf,"Memorandum titled, ""Temporary Assignment of 'Canterbury Center'""",Thomas E. Richardson,"Memorandum from Thomas E. Richardson to Ed Stohs concerning the “temporary assignment of the Canterbury Center.'"" ",1973-03-15,,Black Studies,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 3, Folder 89",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r167,y,R 167.jpg,pdf,/objects/r167.pdf,/objects/small/r167_sm.jpg,/objects/thumbs/r167_th.jpg
uiblackhistory193,r168,r168.pdf,Correspondence regarding Eastern Washington College Tour for James A. Garfield High School students,Albert L. Jones; Eddie Rye,Letter to the director of black studies at the University of Idaho from the Vice President of James A. Garfield High School (predominantly minority inner city school) and Eddie Rye of the Educational Talent Search Program of Seattle concerning a college tour of fifty high school students.,1973-01-19,,Black Studies,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 3, Folder 89",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r168,y,R 168.jpg,pdf,/objects/r168.pdf,/objects/small/r168_sm.jpg,/objects/thumbs/r168_th.jpg
uiblackhistory194,r169,r169.pdf,Letter to Albert L. Jones and Eddie Rye from Siegfried B. Rolland,Siegfried B. Rolland,Response from Siegfried B. Rolland to Albert L. Jones and Eddie Rye regarding Jones' and Rye's request for a college tour. Rolland briefly mentions that there is no formal black studies program at U of I and that there is not a big B.S.U. presence on campus.,1973-02-27,,Black Studies,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 3, Folder 89",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r169,y,R 169.jpg,pdf,/objects/r169.pdf,/objects/small/r169_sm.jpg,/objects/thumbs/r169_th.jpg
uiblackhistory195,r17,r17.pdf,"Memorandum regarding ""Revised Budget for Minority Student Programs""",Thomas E. Richardson,Memorandum regarding a budget proposal. On the bottom of the coument is a handwritten note with updated budget operating costs. ,1974-07-23,,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r17,y,R 17.jpg,pdf,/objects/r17.pdf,/objects/small/r17_sm.jpg,/objects/thumbs/r17_th.jpg
uiblackhistory196,r170,r170.pdf,"Correspondence regarding ""Revised Space Request for the B.S.U.""",Malcolm Smith; B.S.U.,"Letter to Matt Telin, chairman of Space Allocation Committee, from Malcolm Smith (president of BSU) with information on the desired space requirements, functions, and location for the B.S.U. ",1973-02-28,,Black Studies ,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 3, Folder 89",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r170,y; combined,R 170.jpg; R 171.jpg,pdf,/objects/r170.pdf,/objects/small/r170_sm.jpg,/objects/thumbs/r170_th.jpg
,r172,r172.pdf,Bibliography for the “Negro in America” course,Theodore Creason,Bibliography for the Negro in America course including a list of books and publications.,1968,yes,Black Studies,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 3, Folder 89",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",/,eng,r172,y; combined,R 172.jpg; R 173.jpg,pdf,/objects/r172.pdf,/objects/small/r172_sm.jpg,/objects/thumbs/r172_th.jpg
,r175,r175.pdf,"University of Idaho Class roster for ""Negro in America"" history course",,Class roster list of students enrolled in the Negro in America History course during Spring semester 1976.,1976-01-22,,Black Studies,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 3, Folder 89",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",/,eng,r175,y,R 175.jpg,pdf,/objects/r175.pdf,/objects/small/r175_sm.jpg,/objects/thumbs/r175_th.jpg
uiblackhistory197,r18,r18.pdf,"Memorandum titled ""Screening Committee""",James L. Graves,Memorandum from James L. Graves to screening committee concerning the decision to review 56 out of 300 candidates after the first screening.,1974-06-24,,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r18,y,R 18.jpg,pdf,/objects/r18.pdf,/objects/small/r18_sm.jpg,/objects/thumbs/r18_th.jpg
uiblackhistory198,r19,r19.pdf,Letter from Thomas E. Richardson to Daniel C. Robinson ,Thomas E. Richardson,Letter to Daniel C. Robinson at Iowa State University from Thomas E. Richardson concerning a new position at the University of Idaho.,1974-07-23,,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r19,y,R 19.jpg,pdf,/objects/r19.pdf,/objects/small/r19_sm.jpg,/objects/thumbs/r19_th.jpg
uiblackhistory199,r2,r2.pdf,Job posting for the Director of Minority/Ethnic Student Programs position,,Announcement for the job opening of Director of Minority/Ethnic Student Programs for the 1974-1975 academic year.,1974-04-30,,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r2,y,R 2.jpg,pdf,/objects/r2.pdf,/objects/small/r2_sm.jpg,/objects/thumbs/r2_th.jpg
uiblackhistory200,r20,r20.pdf,Letter from Thomas E. Richardson to Paul Stroud,Thomas E. Richardson,Letter to Paul Stroud from Thomas E. Richardson informing Stroud of another position announcement at the University of Idaho.,1974-07-23,,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r20,y,R 20.jpg,pdf,/objects/r20.pdf,/objects/small/r20_sm.jpg,/objects/thumbs/r20_th.jpg
uiblackhistory201,r21,r21.pdf,Letter from Thomas E. Richardson to Sheri Holliday,Thomas E. Richardson,Letter to Sheri Holliday from Thomas E. Richarsdon informing Holliday of a new position announcement.,1974-07-23,,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r21,y,R 21.jpg,pdf,/objects/r21.pdf,/objects/small/r21_sm.jpg,/objects/thumbs/r21_th.jpg
uiblackhistory202,r22,r22.pdf,Handwritten meeting notes,,Handwritten meeting notes and list of participants for two meetings on August 9 and August 16.,1974,yes,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r22,y,R 22.jpg,pdf,/objects/r22.pdf,/objects/small/r22_sm.jpg,/objects/thumbs/r22_th.jpg
uiblackhistory203,r23,r23.pdf,Memorandum from Siegfried B. Rolland to Susan Burcaw,Siegfried B. Rolland,Memorandum from Siegfried B. Rolland to Susan Burcaw concerning a vote and denying applicants with no experience.,,,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r23,y,R 23.jpg,pdf,/objects/r23.pdf,/objects/small/r23_sm.jpg,/objects/thumbs/r23_th.jpg
uiblackhistory204,r24,r24.pdf,Handwritten correspondence from Georgia Higheagle to Siegfried B. Rolland,Georgia Higheagle,"Letter from Georgia Higheagle to Siegfried B. Rolland, asking  Rolland to consider a Native American for the Coordinator of Minority Student Programs position.",1974-08-08,,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r24,y,R 24.jpg,pdf,/objects/r24.pdf,/objects/small/r24_sm.jpg,/objects/thumbs/r24_th.jpg
uiblackhistory205,r25,r25.pdf,Memorandum regarding candidate interviews for Coordinator of Minority Student Programs,Susan S. Burcaw,"Memorandum to screening committee from Susan S. Burcaw with three interviewees scheduled to be interviewed on August 26 (Ramsey) at 10 am, August 26 (Guzman) at 1:30 pm, and August 27 (Hoptowit) at 1:45 pm.",1974-08-22,,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r25,y,R 25.jpg,pdf,/objects/r25.pdf,/objects/small/r25_sm.jpg,/objects/thumbs/r25_th.jpg
uiblackhistory206,r26,r26.pdf,Handwritten notes regarding minority students at the University of Idaho,Siegfried B. Rolland,"Handwritten notes on ethnic minority students on campus in blue, written on Susan Burcaw, President's Office stationery. ",,,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r26,y; combined,R 26.jpg; R 27.jpg; R 28.jpg,pdf,/objects/r26.pdf,/objects/small/r26_sm.jpg,/objects/thumbs/r26_th.jpg
uiblackhistory207,r29,r29.pdf,Position Paper: Native American Student Association,"John Wheaton, Jr.",Position Paper on the Native American Student Association at the University of Idaho.,1974-04-26,,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r29,y,R 29.jpg,pdf,/objects/r29.pdf,/objects/small/r29_sm.jpg,/objects/thumbs/r29_th.jpg
uiblackhistory209,r30,r30.pdf,Job posting for Coordinator of Minority Student Programs position,,Job opening announcement for the Coordinator of Minority Student Programs with some edits under the Qualifications section.,1974,yes,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r30,y,R 30.jpg,pdf,/objects/r30.pdf,/objects/small/r30_sm.jpg,/objects/thumbs/r30_th.jpg
uiblackhistory210,r31,r31.pdf,Letter regarding application for the position of Coordinator of Minority Student Programs,Siegfried B. Rolland,Letter from Siegfried B. Rolland concerning the application for Coordiantor of Minority Student Programs and asking for specific documents as well as noting the minority demographics on campus.,1974,yes,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r31,y; combined,R 31.jpg; R 32.jpg,pdf,/objects/r31.pdf,/objects/small/r31_sm.jpg,/objects/thumbs/r31_th.jpg
uiblackhistory211,r33,r33.pdf,Coordinator of Minority Student Programs application and review forms,,Blank application form for the Coordinator of Minority Student Programs position. Blank selection and interview rating forms are included. ,1974,yes,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r33,y; combined,R 33.jpg; R 34.jpg; R 35.jpg,pdf,/objects/r33.pdf,/objects/small/r33_sm.jpg,/objects/thumbs/r33_th.jpg
,r36,r36.pdf,Preliminary Selection Form,,"Preliminary Selection form that details three requirements needed for a yes vote, any no vote disqualifies the candidate.",,no,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",/,eng,r36,y,R 36.jpg,pdf,/objects/r36.pdf,/objects/small/r36_sm.jpg,/objects/thumbs/r36_th.jpg
,r37,r37.pdf,Intermediate Selection Form,,Intermediate Selection Form with options for applicants to select from seven criteria where they can select their level of profession.,,no,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",/,eng,r37,y,R 37.jpg,pdf,/objects/r37.pdf,/objects/small/r37_sm.jpg,/objects/thumbs/r37_th.jpg
,r38,r38.pdf,U of I Applicant Flow Record,,U of I Applicant Flow Record with idenitfication areas for applicants.,,no,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",/,eng,r38,y,R 38.jpg,pdf,/objects/r38.pdf,/objects/small/r38_sm.jpg,/objects/thumbs/r38_th.jpg
,r39,r39.pdf,Interview Rating Form,,Interview Rating Form for applicants.,,no,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",/,eng,r39,y,R 39.jpg,pdf,/objects/r39.pdf,/objects/small/r39_sm.jpg,/objects/thumbs/r39_th.jpg
uiblackhistory212,r4,r4.pdf,Job announcement for the Coordinator of Minority Student Programs position.,,Smaller job accouncement for the Coordinator of Minority Student Programs with salary and qualifications.,,no,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r4,y,R 4.jpg,pdf,/objects/r4.pdf,/objects/small/r4_sm.jpg,/objects/thumbs/r4_th.jpg
uiblackhistory213,r40,r40.pdf,Handwritten correspondence to Siegfried B. Rolland from Jean Hill,Jean Hill,Notes from Jean Hill (Dean of Student Services) to Siegfried B. Rolland with interview questions.,,no,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r40,y,R 40.jpg,pdf,/objects/r40.pdf,/objects/small/r40_sm.jpg,/objects/thumbs/r40_th.jpg
uiblackhistory214,r41,r41.pdf,Handwritten questions for the Coordinator of Minority Student Programs position,Susan Burcaw,Interview questions for the Coordinator of Minority Student Programs position from the office of Susan Burcaw.,,no,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r41,y; combined,R 41.jpg; R 42.jpg,pdf,/objects/r41.pdf,/objects/small/r41_sm.jpg,/objects/thumbs/r41_th.jpg
uiblackhistory216,r43,r43.pdf,Interview questions for the Coordinator of Minority Student Programs position,,Three interview questions for the Coordinator of Minority Student Programs interviewees.,,no,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r43,y,R 43.jpg,pdf,/objects/r43.pdf,/objects/small/r43_sm.jpg,/objects/thumbs/r43_th.jpg
,r44,r44.pdf,Basic questions for interviewees for the Coordinator of Minority Student Programs position,Siegfried B. Rolland,Five interview questions submitted by Siegfried B. Rolland for interviewees applying to the Coordinator of Minority Student Programs position.,,no,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",/,eng,r44,y,R 44.jpg,pdf,/objects/r44.pdf,/objects/small/r44_sm.jpg,/objects/thumbs/r44_th.jpg
uiblackhistory217,r45,r45.pdf,Interview questions submitted by Dirk Kempthorne for Coordinator of Minority Student Programs Committee,Dirk Kempthorne,Two interview questions submitted by Dirk Kempthorne for Coordinator of Minority Student Programs Committee.,,no,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r45,y,R 45.jpg,pdf,/objects/r45.pdf,/objects/small/r45_sm.jpg,/objects/thumbs/r45_th.jpg
uiblackhistory218,r46,r46.pdf,Handwritten interview questions,Santiago Estrada,Two interview questions submitted by Estrada.,,no,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r46,y,R 46.jpg,pdf,/objects/r46.pdf,/objects/small/r46_sm.jpg,/objects/thumbs/r46_th.jpg
uiblackhistory219,r47,r47.pdf,Handwritten interview question submitted by David Long,David Long,Handwritten interview question submitted to the committee from Long.,1974-08-27,no,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r47,y,R 47.jpg,pdf,/objects/r47.pdf,/objects/small/r47_sm.jpg,/objects/thumbs/r47_th.jpg
uiblackhistory220,r48,r48.pdf,Handwritten interview questions submitted by SI Whitman,SI Whitman,Five handwritten interview question submitted to the committee from Whitman.,,no,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r48,y; combined,R 48.jpg; R 49.jpg,pdf,/objects/r48.pdf,/objects/small/r48_sm.jpg,/objects/thumbs/r48_th.jpg
uiblackhistory221,r5,r5.pdf,Rough draft of job description for Director of Minority/Ethnic Student Programs,,Rough draft of job description for coordinator position with major responsibilites.,,no,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r5,y,R 5.jpg,pdf,/objects/r5.pdf,/objects/small/r5_sm.jpg,/objects/thumbs/r5_th.jpg
uiblackhistory222,r50,r50.pdf,Final Vote between three candidates for Coordinator position.,,"Final vote between Gozman, Hoptowit, and Ramsey.",,no,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r50,y,R 50.jpg,pdf,/objects/r50.pdf,/objects/small/r50_sm.jpg,/objects/thumbs/r50_th.jpg
,r51,r51.pdf,"Correspondence titled ""Proposal for a course to be entitled The Negro in American History""",Willard Barnes and Siegfried B. Rolland,Proposal for a course to be entitled The Negro in American History with Rolland and Barnes' opinions on why course is necessary.,1970-01-21,no,Black Studies,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",/,eng,r51,y; combined,R 51.jpg; R 52.jpg,pdf,/objects/r51.pdf,/objects/small/r51_sm.jpg,/objects/thumbs/r51_th.jpg
uiblackhistory227,r7,r7.pdf,Handwritten note from Rolland to Burcaw,Siegfried B. Rolland,Note mentioning Burcaw to look up number of Blacks at WSU.  Attached to r7.jpg.,1969-06-25,no,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r7,y,R 7.jpg,pdf,/objects/r7.pdf,/objects/small/r7_sm.jpg,/objects/thumbs/r7_th.jpg
uiblackhistory228,r79,r79.pdf,1973-1974 university catalog,,Accounting/Afro-American Courses Catalog for 1973-1974.,1973-1974,yes,Black Studies,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r79,y,R 79.jpg,pdf,/objects/r79.pdf,/objects/small/r79_sm.jpg,/objects/thumbs/r79_th.jpg
